1,0.001074473
2,5.09E-05
3,0.002115885
4,0.000301361
5,0.001837413
6,0.002271016
7,0.001131694
8,0.00088501
9,0.00023524
10,0.001832326
11,0.00022761
12,7.63E-06
13,0.000910441
14,0.001902262
15,0.001359304
16,0.001936595
17,0.000367483
18,0.002738953
19,0.001263936
20,0.000344594
21,0.000389099
22,0.000611623
23,0.008890667
24,0.001008352
25,0.005902667
26,0.000481923
27,0.001672109
28,2.03E-05
29,0.003364563
30,0.000366211
31,0.002902985
32,0.002209981
33,0.001126607
34,0.001725515
35,0.000587463
36,1.27E-06
37,3.81E-06
38,0.002037048
39,0.000517527
40,0.002118429
41,0.000305176
42,0.001431783
43,0.001722972
44,0.001167297
45,0.001654307
46,0.001553853
47,0.000522614
48,0.001355489
49,0
50,0.000258128
51,0.000461578
52,0
53,0.003115336
54,0.001794179
55,0.00116984
56,0.001529694
57,0.000171661
58,0.000929515
59,0.003285726
60,0.000886281
61,0.00096639
62,0.002318064
63,0.000615438
64,0.000871023
65,0.001784007
66,0.002388
67,0.001936595
68,0.002115885
69,0.000729879
70,2.54E-06
71,0.001487732
72,0.000581106
73,1.27E-06
74,0.001223246
75,0.001669566
76,0
77,0.000258128
78,0.000376383
79,0.001686096
80,5.09E-06
81,1.27E-06
82,0.001628876
83,0.002803802
84,0.000497182
85,0.003166199
86,0.002648671
87,0.001008352
88,0.001866659
89,0.001419067
90,0.000689189
91,0.001043955
92,0.001639048
93,0.00083669
94,0.000494639
95,0.001520793
96,0.001125336
97,0.000385284
98,0.000525157
99,0.000890096
100,0.000998179
101,0.000993093
102,0.000453949
