1,4.248573379
2,4.967866
3,4.709040002
4,4.070113087
5,3.320918218
6,3.815487965
7,4.319017498
8,4.040752812
9,4.615125434
10,5.011747213
11,3.609874849
12,3.38579305
13,4.934641834
14,4.255767349
15,4.378749601
16,3.7379216
17,3.726541603
18,4.331949147
19,4.382161895
20,4.27168928
21,3.61639835
22,3.513677454
23,3.332576899
24,3.397156966
25,3.559106696
26,3.782217348
27,3.609939464
28,3.683528288
29,3.745376881
30,3.667913663
31,3.499009403
32,3.36101288
33,3.640337102
34,3.669467831
35,3.698208884
36,3.727730564
37,3.49811455
38,3.578226904
39,3.48312072
40,3.465879754
41,3.466357867
42,3.709264668
43,3.716213266
44,3.591219036
45,3.760360654
46,3.394236604
47,3.288854853
48,3.321488984
49,3.788003099
50,4.198612233
51,4.109953399
52,3.631495321
53,4.262960068
54,4.231132317
55,3.964722284
56,3.491363386
57,3.477154481
58,3.264217083
59,3.530953515
60,4.597956793
61,4.410482585
62,3.645758116
63,3.201842785
64,3.445053033
65,3.001101502
66,2.9671802
67,2.978851748
68,3.159918368
69,3.347518969
70,3.327411286
71,3.230559067
72,49.46083899
73,3.201831933
74,2.988707435
75,3.139244215
76,2.85743403
77,41.82729841
78,41.77827493
79,3.723815151
80,3.800409349
81,3.91890045
82,4.766913068
83,5.211970115
84,4.709717751
85,4.894802082
86,5.077935298
87,5.183536335
88,5.519740466
89,5.752746169
90,5.596551065
91,5.439112965
92,5.426878818
93,5.470295481
94,5.4348665
95,5.459105384
96,5.456499934
97,5.442893064
98,5.420974914
99,5.389696602
100,5.497125367
101,5.482833469
102,5.359167985
